ID,N_VICTIMAS,HORA_ACCIDENTE,LUGAR_DEL_HECHO,TIPO_DE_CALLE,COMUNA,LONGITUD,LATITUD,PARTICIPANTES,ACUSADO,FECHA_ACCIDENTE,ROL,VICTIMA,SEXO,EDAD,FECHA_FALLECIMIENTO,SEMESTRE,ANIO
2018-0104,1,08:58:00,Av. Au Frondizi 9 De Julio Sur Y Suarez,Autopista,4,-58.37709334,-34.64035082,Moto-Moto,Moto,2018-10-01,Conductor,Moto,Masculino,22,2018-10-01 00:00:00,2,2018
2018-0105,1,18:12:00,Av. Nazca Y Rivadavia Av.,Avenida,7,-58.46963952,-34.63070603,Peaton-Pasajeros,Pasajeros,2018-10-03,Peaton,Peaton,Femenino,56,2018-10-03 00:00:00,2,2018
2018-0106,1,22:02:00,Av. Figueroa Alcorta Pres. Y Echeverria,Avenida,13,-58.43674281,-34.55161027,Moto-Moto,Moto,2018-10-04,Conductor,Moto,Masculino,27,2018-10-04 00:00:00,2,2018
2018-0107,1,14:20:00,Av. Rivadavia Y Jujuy Av.,Avenida,3,-58.40596860,-34.61011987,Peaton-Pasajeros,Pasajeros,2018-10-06,Peaton,Peaton,Femenino,62,2018-10-06 00:00:00,2,2018
2018-0108,1,14:00:00,Av. De Los Italianos Y Guemes Macacha,Avenida,1,-58.36154069,-34.60463618,Moto-Auto,Auto,2018-10-09,Conductor,Moto,Masculino,37,2018-10-10 00:00:00,2,2018
2018-0109,1,22:12:00,Av. Tucuman Y Alem Leandro N.,Avenida,1,-58.37062179,-34.60066507,Peaton-Pasajeros,Pasajeros,2018-10-10,Peaton,Peaton,Masculino,34,2018-10-10 00:00:00,2,2018
2018-0110,1,03:05:00,Av. Corrientes Y Gallardo Angel Av.,Avenida,15,-58.43220014,-34.60207186,Peaton-Moto,Moto,2018-10-13,Peaton,Peaton,Masculino,60,2018-10-14 00:00:00,2,2018
2018-0111,1,12:13:00,Av. Au Perito Moreno Y Eva Perón Sentido Centro,Autopista,9,-58.46958442,-34.64949724,Moto-Cargas,Cargas,2018-10-19,Conductor,Moto,Masculino,28,2018-10-19 00:00:00,2,2018
2018-0112,1,09:18:00,Muñecas Y Serrano,Calle,15,-58.44671397,-34.59970903,Moto-Cargas,Cargas,2018-10-24,Conductor,Moto,Femenino,28,2018-10-24 00:00:00,2,2018
2018-0113,1,11:00:00,Artigas Jose Gervasio Gral. Y Tres Arroyos,Calle,11,-58.47152163,-34.61474911,Moto-Cargas,Cargas,2018-10-25,Conductor,Moto,Masculino,20,2018-10-25 00:00:00,2,2018
2018-0114,1,02:15:00,Av. Solis E Independencia,Avenida,1,-58.39032921,-34.61807951,Moto-Auto,Auto,2018-10-30,Conductor,Moto,Masculino,23,2018-10-30 00:00:00,2,2018
2018-0115,1,12:30:00,Av. Bosch Ventura Y Paz Gral.,Calle,9,-58.52887773,-34.64297861,Peaton-Pasajeros,Pasajeros,2018-10-31,Peaton,Peaton,Masculino,42,2018-11-01 00:00:00,2,2018
2018-0116,1,10:50:00,Av. Paz Gral. 14800,Gral Paz,8,-58.49371157,-34.67981324,Peaton-Cargas,Cargas,2018-11-01,Peaton,Peaton,Masculino,48,2018-11-08 00:00:00,2,2018
2018-0117,1,08:15:00,Av. Eva Perón 5321,Avenida,9,-58.48266599,-34.66012327,Moto-Moto,Moto,2018-11-04,Conductor,Moto,Masculino,30,2018-11-08 00:00:00,2,2018
2018-0118,1,14:49:00,Av. Peron Juan Domingo Tte. General Y Pueyrredon,Avenida,3,-58.40612253,-34.60774301,Peaton-Moto,Moto,2018-11-05,Peaton,Peaton,Femenino,80,2018-11-05 00:00:00,2,2018
2018-0120,1,13:34:00,Av. Monroe Y Alvarez Thomas,Avenida,12,-58.48250732,-34.57208238,Peaton-Auto,Auto,2018-11-09,Peaton,Peaton,Femenino,51,2018-11-20 00:00:00,2,2018
2018-0121,1,16:32:00,Av. Rivadavia Y Manzoni,Avenida,10,-58.49945705,-34.63743280,Peaton-Pasajeros,Pasajeros,2018-11-09,Peaton,Peaton,Femenino,72,2018-11-09 00:00:00,2,2018
2018-0122,1,01:00:00,Au Dellepiane Luis Tte. Gral. Y Larrazabal,Autopista,8,-58.47743966,-34.67233407,Auto-Auto,Auto,2018-11-12,Conductor,Auto,Masculino,33,2018-11-12 00:00:00,2,2018
2018-0124,1,19:40:00,Au Perito Moreno Y Reservistas Argentinos,Autopista,9,-58.52144411,-34.63682499,Cargas-Cargas,Cargas,2018-11-15,Conductor,Cargas,Masculino,44,2018-11-15 00:00:00,2,2018
2018-0125,1,21:12:00,Av. Saenz Y Ventana,Avenida,4,-58.41650465,-34.65084045,Peaton-Pasajeros,Pasajeros,2018-11-16,Peaton,Peaton,Masculino,29,2018-11-17 00:00:00,2,2018
2018-0126,1,12:11:00,Avda. General Paz Y Cnel. Ramón Falcón,Gral Paz,9,-58.52994219,-34.64055918,Moto-Auto,Auto,2018-11-18,Conductor,Moto,Masculino,27,2018-11-23 00:00:00,2,2018
2018-0127,1,09:14:00,Av. Gral. Paz Y Av. De Los Constituyentes,Gral Paz,12,-58.50993046,-34.56919739,Moto-Moto,Moto,2018-11-19,Conductor,Moto,Masculino,29,2018-11-19 00:00:00,2,2018
2018-0128,2,04:30:00,Av. Paz Gral. 11200,Gral Paz,9,-58.52844623,-34.64592873,Auto-Pasajeros,Pasajeros,2018-11-25,Pasajero_Acompañante,Auto,Masculino,49,2018-11-25 00:00:00,2,2018
2018-0128,2,04:30:00,Av. Paz Gral. 11200,Gral Paz,9,-58.52844623,-34.64592873,Auto-Pasajeros,Pasajeros,2018-11-25,Pasajero_Acompañante,Auto,Femenino,39,2018-11-25 00:00:00,2,2018
2018-0129,1,04:01:00,Av. Newbery Jorge Y Guevara,Avenida,15,-58.45021367,-34.58695347,Moto-Pasajeros,Pasajeros,2018-11-28,Conductor,Moto,Masculino,37,2018-11-30 00:00:00,2,2018
2018-0130,1,03:00:00,Av. Gaona Y Segurola Av.,Avenida,10,-58.49022072,-34.62770192,Moto-Pasajeros,Pasajeros,2018-12-03,Conductor,Moto,Masculino,42,2018-12-03 00:00:00,2,2018
2018-0131,1,19:10:00,Av. Madero Eduardo 550,Avenida,1,-58.36860866,-34.60106568,Moto-Cargas,Cargas,2018-12-07,Conductor,Moto,Masculino,29,2018-12-07 00:00:00,2,2018
2018-0132,1,08:26:00,Au Arturo Illia Y Castillo Ramon S.,Autopista,2,-58.39490504,-34.57241534,Peaton-Cargas,Cargas,2018-12-12,Peaton,Peaton,Masculino,70,2018-12-12 00:00:00,2,2018
2018-0133,1,14:07:00,Av. Nazca Y Rivadavia Av.,Avenida,7,-58.46963952,-34.63070603,Peaton-Cargas,Cargas,2018-12-12,Peaton,Peaton,Femenino,60,2018-12-12 00:00:00,2,2018
2018-0134,1,21:00:00,Av. La Plata Y Caseros Av.,Avenida,7,-58.42349365,-34.64019887,Peaton-Moto,Moto,2018-12-12,Peaton,Peaton,Masculino,56,2018-12-13 00:00:00,2,2018
2018-0135,1,14:40:00,Av. Belgrano Y Peru,Avenida,1,-58.37471802,-34.61265002,Peaton-Pasajeros,Pasajeros,2018-12-18,Peaton,Peaton,Masculino,80,2018-12-22 00:00:00,2,2018
2018-0136,1,15:42:00,Av. Rivadavia 7013,Avenida,7,-58.46438789,-34.62913916,Peaton-Pasajeros,Pasajeros,2018-12-18,Peaton,Peaton,Femenino,70,2018-12-18 00:00:00,2,2018
2018-0137,1,20:15:00,Adolfo Alsina Y Santiago Del Estero,Calle,1,-58.38481975,-34.61100424,Moto-Pasajeros,Pasajeros,2018-12-18,Pasajero_Acompañante,Moto,Masculino,29,2018-12-19 00:00:00,2,2018
2018-0138,1,09:30:00,Bermudez 1893,Calle,10,-58.50751833,-34.62073702,Pasajeros-Pasajeros,Pasajeros,2018-12-21,Pasajero_Acompañante,Pasajeros,Femenino,79,2018-12-21 00:00:00,2,2018
2018-0139,1,06:30:00,Santander 1974,Calle,7,-58.44682986,-34.63888084,Moto-Moto,Moto,2018-12-22,Pasajero_Acompañante,Moto,Masculino,28,2018-12-24 00:00:00,2,2018
2018-0140,1,08:05:00,Julieta Lanteri 1400,Calle,1,-58.36004650,-34.61381341,Auto-Auto,Auto,2018-12-22,Conductor,Auto,Masculino,78,2018-12-22 00:00:00,2,2018
2018-0141,1,17:40:00,Av. Maza Y Independencia,Avenida,5,-58.41509546,-34.62085945,Peaton-Moto,Moto,2018-12-22,Peaton,Peaton,Masculino,75,2018-12-24 00:00:00,2,2018
2018-0142,1,13:30:00,Paz Gral. Av. 5172,Gral Paz,12,-58.50997604,-34.57251072,Cargas-Pasajeros,Pasajeros,2018-12-25,Pasajero_Acompañante,Cargas,Masculino,32,2019-01-01 00:00:00,2,2018
2018-0143,1,05:25:00,Av. Olivera Y Alberdi Juan Bautista Av.,Avenida,10,-58.48606475,-34.64047818,Moto-Auto,Auto,2018-12-29,Conductor,Moto,Masculino,22,2018-12-29 00:00:00,2,2018
2019-0001,1,08:30:00,Castillo Ramon S. Pres. Av. Y Calle 12,Avenida,2,-58.38526125,-34.57805810,Moto-Cargas,Cargas,2019-01-08,Conductor,Moto,Masculino,25,2019-01-08 00:00:00,1,2019
2019-0002,1,04:00:00,Castañares Av. Y Moreno Perito Av.,Avenida,7,-58.45463662,-34.65082149,Auto-Cargas,Cargas,2019-01-09,Conductor,Auto,Masculino,32,2019-01-09 00:00:00,1,2019
2019-0003,1,08:00:00,San Martin Av. Y Terrada,Avenida,15,-58.49121672,-34.59718073,Moto-Auto,Auto,2019-01-12,Conductor,Moto,Masculino,23,2019-01-12 00:00:00,1,2019
2019-0004,1,19:58:00,Peron Eva Av. Y Medina,Avenida,9,-58.47325712,-34.65284605,Auto-Pasajeros,Pasajeros,2019-01-14,Conductor,Auto,Masculino,71,2019-01-14 00:00:00,1,2019
2019-0005,1,12:00:00,Justo Juan B. Av. Y Alvarez Jonte Av.,Avenida,10,-58.52108101,-34.63382309,Moto-Cargas,Cargas,2019-01-19,Conductor,Moto,Masculino,43,2019-01-19 00:00:00,1,2019
2019-0006,1,05:45:00,Obligado Rafael Av. Costanera 4650,Avenida,14,-58.41652702,-34.55509606,Peaton-Auto,Auto,2019-01-23,Peaton,Peaton,Femenino,12,2019-01-23 00:00:00,1,2019
2019-0007,1,19:34:00,Mitre Bartolome Y Yatay,Calle,5,-58.42891604,-34.61071660,Moto-Auto,Auto,2019-01-26,Conductor,Moto,Masculino,35,2019-01-26 00:00:00,1,2019
2019-0008,1,22:45:00,Paz Gral. Av. 16080,Gral Paz,8,-58.47802293,-34.69156793,Multiple,Multiple,2019-01-30,Conductor,Moto,Masculino,42,2019-01-31 00:00:00,1,2019
2019-0009,1,14:55:00,Chacabuco Y San Juan Av.,Avenida,1,-58.37564821,-34.62200207,Moto-Auto,Auto,2019-01-31,Conductor,Moto,Masculino,34,2019-01-31 00:00:00,1,2019
2019-0010,2,07:50:00,Del Libertador Av. 4100,Avenida,14,-58.42668489,-34.56961468,Peaton-Auto,Auto,2019-02-02,Peaton,Peaton,Masculino,42,2019-02-02 00:00:00,1,2019
2019-0010,2,07:50:00,Del Libertador Av. 4100,Avenida,14,-58.42668489,-34.56961468,Peaton-Auto,Auto,2019-02-02,Peaton,Peaton,Masculino,59,2019-02-02 00:00:00,1,2019
2019-0011,1,01:00:00,Paz Gral. Av. Y Alberdi Juan Bautista Av.,Gral Paz,9,-58.51839930,-34.66252488,Peaton-Auto,Auto,2019-02-10,Peaton,Peaton,Masculino,42,2019-02-10 00:00:00,1,2019
2019-0012,1,03:16:00,Castañares Av. Y Gordillo Timoteo,Avenida,8,-58.48432691,-34.67665828,Moto-Auto,Auto,2019-02-17,Conductor,Moto,Masculino,31,2019-02-20 00:00:00,1,2019
2019-0013,1,07:30:00,Salvigny Y Mom,Calle,7,-58.43383830,-34.64457699,Peaton-Auto,Auto,2019-02-20,Peaton,Peaton,Masculino,39,2019-03-02 00:00:00,1,2019
2019-0014,1,17:30:00,Lamarca Emilio 5402,Calle,11,-58.51664939,-34.58657938,Moto-Objeto Fijo,Objeto Fijo,2019-02-20,Conductor,Moto,Masculino,69,2019-02-20 00:00:00,1,2019
2019-0015,1,06:57:00,San Martin Av. 5638,Avenida,11,-58.49613012,-34.59703502,Auto-Objeto Fijo,Objeto Fijo,2019-02-23,Conductor,Auto,Masculino,21,2019-02-23 00:00:00,1,2019
2019-0016,1,02:00:00,Carrillo Ramon Dr. Y Finochietto Enrique Dr.,Calle,4,-58.38313603,-34.63356284,Moto-Pasajeros,Pasajeros,2019-02-24,Conductor,Moto,Masculino,40,2019-02-24 00:00:00,1,2019
2019-0017,1,07:00:00,Mexico Y Pichincha,Calle,3,-58.39914719,-34.61632317,Auto-Pasajeros,Pasajeros,2019-03-03,Conductor,Auto,Masculino,22,2019-03-07 00:00:00,1,2019
2019-0018,1,23:30:00,Cantilo Int. Y Udaondo Guillermo Av.,Autopista,13,-58.44927253,-34.54048625,Peaton-Auto,Auto,2019-03-03,Peaton,Peaton,Femenino,29,2019-03-03 00:00:00,1,2019
2019-0019,1,12:00:00,Del Libertador Av. 6326,Avenida,13,-58.45049163,-34.55374003,Moto-Auto,Auto,2019-03-06,Conductor,Moto,Masculino,42,26/03/2019,1,2019
2019-0020,1,21:01:00,Chiclana Av. 3444,Avenida,5,-58.41288952,-34.63572989,Moto-Auto,Auto,2019-03-07,Conductor,Moto,Masculino,43,2019-03-07 00:00:00,1,2019
2019-0021,1,22:50:00,Boyaca Av. Y Yerbal,Avenida,7,-58.45743597,-34.62561234,Moto-Auto,Auto,2019-03-15,Conductor,Moto,Masculino,23,2019-03-16 00:00:00,1,2019
2019-0023,1,08:28:00,Paz Gral. Av. Y Jacques Amadeo,Gral Paz,9,-58.52922765,-34.63637963,Auto-Objeto Fijo,Objeto Fijo,2019-03-16,Conductor,Auto,Masculino,34,2019-03-16 00:00:00,1,2019
2019-0024,1,1900-01-14 07:12:00,Antartida Argentina Av. 1325,Avenida,1,-58.37208118,-34.58541957,Moto-Cargas,Cargas,2019-03-19,Conductor,Moto,Masculino,32,2019-03-19 00:00:00,1,2019
2019-0025,1,13:10:00,Mitre Bartolome Y Sanchez De Bustamante,Calle,5,-58.41458534,-34.60937557,Peaton-Auto,Auto,2019-03-22,Peaton,Peaton,Masculino,27,2019-04-04 00:00:00,1,2019
2019-0026,1,07:32:00,Fernandez De La Cruz F.  Gral. Av. Y Larrazabal,Avenida,8,-58.47976785,-34.69153196,Peaton-Pasajeros,Pasajeros,2019-03-28,Peaton,Peaton,Masculino,42,2019-03-28 00:00:00,1,2019
2019-0027,1,11:11:00,Santa Fe Av. Y Azcuenaga,Avenida,2,-58.39990285,-34.59511714,Multiple,Multiple,2019-03-28,Ciclista,Bicicleta,Masculino,37,2019-03-28 00:00:00,1,2019
2019-0028,1,09:15:00,Justo Juan B. Av. Y Oroño Nicasio,Avenida,11,-58.46051346,-34.60588536,Peaton-Pasajeros,Pasajeros,2019-04-06,Peaton,Peaton,Femenino,42,2019-04-06 00:00:00,1,2019
2019-0029,1,10:15:00,Fernandez De La Cruz F.  Gral. Av. Y Lacarra Av.,Avenida,8,-58.47976785,-34.69153196,Moto-Objeto Fijo,Objeto Fijo,2019-04-07,Conductor,Moto,Masculino,27,2019-04-07 00:00:00,1,2019
2019-0030,1,16:00:00,Alvarez Donato Tte. Gral. Y Yerbal,Calle,7,-58.45457546,-34.62447891,Moto-Cargas,Cargas,2019-04-09,Conductor,Moto,Masculino,25,2019-04-09 00:00:00,1,2019
2019-0031,1,19:55:00,Cordoba Av. Y Madero Eduardo Av.,Avenida,1,-58.36951669,-34.59832047,Bicicleta-Cargas,Cargas,2019-04-12,Ciclista,Bicicleta,Masculino,20,2019-04-12 00:00:00,1,2019
2019-0032,1,11:00:00,Camarones Y Alvarez Donato Tte. Gral. Av.,Avenida,11,-58.46415322,-34.60443790,Peaton-Auto,Auto,2019-04-16,Peaton,Peaton,Femenino,83,2019-04-18 00:00:00,1,2019
2019-0034,1,09:08:00,Moreno Perito Av. 3050,Avenida,7,-58.45537373,-34.65093074,Moto-Objeto Fijo,Objeto Fijo,2019-04-21,Conductor,Moto,Masculino,42,2019-04-21 00:00:00,1,2019
2019-0035,1,14:10:00,Suipacha 665,Calle,1,-58.37942637,-34.60053054,Peaton-Bicicleta,Bicicleta,2019-04-23,Peaton,Peaton,Femenino,75,2019-04-23 00:00:00,1,2019
2019-0036,1,22:46:00,Riglos Y Formosa,Calle,6,-58.43680440,-34.62147504,Moto-Auto,Auto,2019-04-26,Conductor,Moto,Masculino,34,2019-05-02 00:00:00,1,2019
2019-0037,1,23:10:00,La Rioja E Independencia Av.,Avenida,3,-58.40778291,-34.61971907,Moto-Auto,Auto,2019-05-01,Conductor,Moto,Masculino,17,2019-05-01 00:00:00,1,2019
2019-0038,1,14:10:00,Udaondo Guillermo Av. Y Figueroa Alcorta Pres. Av.,Avenida,13,-58.45212523,-34.54628513,Peaton-Moto,Moto,2019-05-04,Peaton,Peaton,Femenino,42,2019-05-05 00:00:00,1,2019
2019-0039,1,03:05:00,San Pedrito Av. Y Directorio Av.,Avenida,7,-58.46749188,-34.63551751,Moto-Auto,Auto,2019-05-09,Conductor,Moto,Masculino,28,2019-05-09 00:00:00,1,2019
2019-0041,1,20:30:00,Alberdi Juan Bautista Av. Y Andalgala,Avenida,9,-58.51140289,-34.65846419,Multiple,Multiple,2019-05-11,Pasajero_Acompañante,Auto,Femenino,78,2019-05-11 00:00:00,1,2019
2019-0042,1,15:00:00,Lima Y Constitucion,Calle,1,-58.38211431,-34.62465368,Peaton-Pasajeros,Pasajeros,2019-05-14,Peaton,Peaton,Masculino,39,2019-05-14 00:00:00,1,2019
2019-0043,1,09:00:00,Cordoba Av. Y Madero Eduardo Av.,Avenida,1,-58.36951669,-34.59832047,Bicicleta-Cargas,Cargas,2019-05-21,Ciclista,Bicicleta,Femenino,42,2019-05-21 00:00:00,1,2019
2019-0044,1,12:45:00,Boedo Av. 650,Avenida,5,-58.41635217,-34.62036547,Peaton-Moto,Moto,2019-05-27,Peaton,Peaton,Femenino,77,2019-05-29 00:00:00,1,2019
2019-0045,1,07:27:00,Del Libertador Av. Y Republica De La India,Avenida,14,-58.41316147,-34.57579669,Moto-Cargas,Cargas,2019-06-03,Conductor,Moto,Masculino,33,2019-06-03 00:00:00,1,2019
2019-0046,1,09:00:00,Gral Paz Y Cabildo,Gral Paz,13,-58.47617802,-34.53825652,Moto-Auto,Auto,2019-06-04,Pasajero_Acompañante,Moto,Femenino,26,2019-06-04 00:00:00,1,2019
2019-0047,1,10:00:00,Caseros Av. 1700,Avenida,4,-58.38641783,-34.63330028,Peaton-Cargas,Cargas,2019-06-06,Peaton,Peaton,Masculino,76,2019-06-06 00:00:00,1,2019
2019-0048,1,07:00:00,Avellaneda Av. 1548,Avenida,6,-58.45322169,-34.62038137,Moto-Cargas,Cargas,2019-06-07,Conductor,Moto,Masculino,32,2019-06-07 00:00:00,1,2019
2019-0049,1,09:20:00,Ciudad De La Paz Y Mendoza,Calle,13,-58.45849057,-34.56166498,Peaton-Cargas,Cargas,2019-06-08,Peaton,Peaton,Femenino,72,2019-06-09 00:00:00,1,2019
2019-0050,1,23:35:00,Salguero Jeronimo Y Honduras Av.,Avenida,14,-58.41829559,-34.59411677,Moto-Cargas,Cargas,2019-06-08,Conductor,Moto,Masculino,21,2019-06-09 00:00:00,1,2019
2019-0051,1,10:00:00,Filiberto Juan De Dios Y Olavarria,Calle,4,-58.36376488,-34.63832093,Moto-Auto,Auto,2019-06-11,Conductor,Moto,Masculino,41,2019-06-11 00:00:00,1,2019
2019-0053,1,17:20:00,Asturias Av. Y Castañares Av.,Avenida,8,-58.46442668,-34.66004784,Auto-Auto,Auto,2019-06-14,Pasajero_Acompañante,Auto,Masculino,49,2019-06-14 00:00:00,1,2019
2019-0054,1,03:00:00,Gandara 2976,Calle,15,-58.48222035,-34.58428769,Moto-Objeto Fijo,Objeto Fijo,2019-06-20,Conductor,Moto,Masculino,21,2019-06-20 00:00:00,1,2019
2019-0055,1,19:45:00,Guevara Trinidad Y Madero Eduardo Av.,Avenida,1,-58.36819005,-34.60283208,Moto-Pasajeros,Pasajeros,2019-06-20,Conductor,Moto,Masculino,47,2019-06-21 00:00:00,1,2019
2019-0056,1,17:16:00,Boyaca Av. 305,Avenida,7,-58.45877601,-34.62330939,Peaton-Auto,Auto,2019-06-29,Peaton,Peaton,Femenino,75,2019-06-29 00:00:00,1,2019
2019-0057,1,19:00:00,Artilleros Y La Pampa,Calle,13,-58.44196498,-34.55760517,Peaton-Auto,Auto,2019-07-05,Peaton,Peaton,Femenino,63,2019-07-08 00:00:00,2,2019
2019-0058,1,09:20:00,Autopista Perito Moreno Altura Paso A Nivel De Irigoyen,Autopista,10,-58.50622631,-34.63627822,Moto-Pasajeros,Pasajeros,2019-07-10,Conductor,Moto,Masculino,39,2019-07-10 00:00:00,2,2019
2019-0059,1,22:35:00,15 De Noviembre De 1889 Y Santiago Del Estero,Calle,1,-58.38410880,-34.63099197,Moto-Pasajeros,Pasajeros,2019-07-13,Conductor,Moto,Masculino,30,2019-07-13 00:00:00,2,2019
2019-0060,1,11:20:00,Acosta Mariano Av. Y Falcon Ramon L. Cnel.,Avenida,10,-58.48100602,-34.63504312,Peaton-Auto,Auto,2019-07-17,Peaton,Peaton,Femenino,78,2019-07-17 00:00:00,2,2019
2019-0061,1,18:40:00,11 De Septiembre De 1888 Y Mendoza,Calle,13,-58.45200171,-34.55781320,Peaton-Pasajeros,Pasajeros,2019-07-17,Peaton,Peaton,Femenino,58,2019-07-17 00:00:00,2,2019
2019-0062,1,23:00:00,Pino Virrey Del Y Campos Luis M. Av.,Avenida,13,-58.44462132,-34.56201105,Peaton-Pasajeros,Pasajeros,2019-08-01,Peaton,Peaton,Femenino,60,2019-08-02 00:00:00,2,2019
2019-0063,1,01:30:00,Forest Av. Y Maure,Avenida,15,-58.45220688,-34.58711712,Moto-Pasajeros,Pasajeros,2019-08-04,Pasajero_Acompañante,Moto,Masculino,42,2019-08-04 00:00:00,2,2019
2019-0064,1,03:15:00,Boyaca Av. Y Avellaneda Av,Avenida,7,-58.45962210,-34.62245140,Moto-Auto,Auto,2019-08-06,Conductor,Moto,Masculino,20,2019-08-06 00:00:00,2,2019
2019-0065,1,16:45:00,Barco Centenera Del Y Tilcara,Calle,4,-58.41970850,-34.65414867,Peaton-Pasajeros,Pasajeros,2019-08-08,Peaton,Peaton,Femenino,55,2019-08-09 00:00:00,2,2019
2019-0066,1,21:15:00,Riestra Av. Y Bolivar,Avenida,7,-58.44187596,-34.64938031,Peaton-Auto,Auto,2019-08-11,Peaton,Peaton,Masculino,40,2019-08-11 00:00:00,2,2019
2019-0067,1,15:00:00,Castro Emilio 4706,Calle,10,-58.49101637,-34.64276621,Moto-Cargas,Cargas,2019-08-14,Conductor,Moto,Masculino,35,2019-08-14 00:00:00,2,2019
2019-0068,1,17:40:00,27 De Febrero Av. 5600,Avenida,8,-58.42493829,-34.66256502,Moto-Moto,Moto,2019-08-14,Conductor,Moto,Masculino,53,2019-08-14 00:00:00,2,2019
2019-0069,1,05:25:00,Garay Juan De Av. 2874,Avenida,4,-58.40489318,-34.62930162,Moto-Auto,Auto,2019-08-17,Conductor,Moto,Masculino,43,2019-08-17 00:00:00,2,2019
2019-0070,1,12:30:00,Scalabrini Ortiz Raul Av. Y Gorriti,Avenida,14,-58.42686680,-34.59217875,Moto-Bicicleta,Bicicleta,2019-08-22,Conductor,Moto,Masculino,25,2019-08-22 00:00:00,2,2019
2019-0071,1,11:30:00,Primera Junta Y Olivera Av.,Avenida,9,-58.47961100,-34.65620398,Peaton-Cargas,Cargas,2019-08-27,Peaton,Peaton,Masculino,42,2019-08-27 00:00:00,2,2019
2019-0072,1,06:20:00,Alberdi Juan Bautista Av. Y Azul,Avenida,10,-58.47439934,-34.63524207,Auto-Auto,Auto,2019-08-28,Conductor,Auto,Masculino,22,2019-09-02 00:00:00,2,2019
2019-0073,1,01:50:00,Alvarez Thomas Av. 1788,Avenida,15,-58.46711912,-34.57926018,Auto-Objeto Fijo,Objeto Fijo,2019-08-29,Conductor,Auto,Masculino,29,2019-09-06 00:00:00,2,2019
2019-0074,1,09:00:00,Lugones Leopoldo Av. Y Paz Gral. Av.,Autopista,13,-58.46514781,-34.53465378,Moto-Cargas,Cargas,2019-08-29,Conductor,Moto,Masculino,35,2019-08-29 00:00:00,2,2019
2019-0075,1,23:20:00,San Antonio Y Lujan,Calle,4,-58.37571078,-34.65584079,Moto-Pasajeros,Pasajeros,2019-08-30,Conductor,Moto,Masculino,31,2019-08-30 00:00:00,2,2019
2019-0076,1,18:00:00,Autopista 1 Sur Presidente Arturo Frondizi Altura Don Pedro De Mendoza Av.,Autopista,4,-58.37157668,-34.65429986,Moto-Cargas,Cargas,2019-09-05,Conductor,Moto,Femenino,29,2019-09-05 00:00:00,2,2019
2019-0077,1,03:40:00,Figueroa Alcorta Pres. Av. Y Tagle,Avenida,14,-58.39811256,-34.58070186,Peaton-Auto,Auto,2019-09-08,Peaton,Peaton,Femenino,28,2019-09-08 00:00:00,2,2019
2019-0078,1,08:25:00,Einstein Alberto Y Alcorta Amancio Av.,Avenida,4,-58.41125934,-34.65417740,Peaton-Cargas,Cargas,2019-09-12,Peaton,Peaton,Femenino,72,2019-09-15 00:00:00,2,2019
2019-0079,1,05:30:00,Agrelo Y Colombres,Calle,5,-58.41822901,-34.61866836,Moto-Pasajeros,Pasajeros,2019-09-17,Conductor,Moto,Masculino,57,2019-09-17 00:00:00,2,2019
2019-0080,1,1900-01-04 18:40:00,Cabildo Av. Y Paz Gral. Av.,Gral Paz,13,-58.47617802,-34.53825652,Peaton-Moto,Moto,2019-09-17,Peaton,Peaton,Masculino,76,2019-09-17 00:00:00,2,2019
2019-0081,1,16:00:00,Elcano Av. 4300,Avenida,15,-58.46141281,-34.58623761,Peaton-Pasajeros,Pasajeros,2019-09-23,Peaton,Peaton,Masculino,67,2019-10-07 00:00:00,2,2019
2019-0082,1,07:45:00,Rabanal Francisco Intendente Av. 2428,Avenida,8,-58.42985146,-34.66119740,Bicicleta-Cargas,Cargas,2019-09-25,Ciclista,Bicicleta,Masculino,47,2019-09-25 00:00:00,2,2019
2019-0083,1,08:00:00,Monte Y Corvalan,Calle,9,-58.48457413,-34.65839090,Auto-Auto,Auto,2019-09-26,Conductor,Auto,Masculino,73,2019-09-26 00:00:00,2,2019
2019-0084,1,11:45:00,Tandil Y La Fuente,Calle,7,-58.46572884,-34.63628186,Bicicleta-Cargas,Cargas,2019-09-27,Ciclista,Bicicleta,Femenino,40,2019-09-27 00:00:00,2,2019
2019-0085,1,22:18:00,Cardoso Y Bacacay,Calle,10,-58.49261744,-34.63419130,Bicicleta-Tren,Tren,2019-10-09,Ciclista,Bicicleta,Masculino,20,2019-10-09 00:00:00,2,2019
2019-0086,1,14:10:00,Corrientes Av. 6700,Avenida,15,-58.45283186,-34.58841560,Moto-Pasajeros,Pasajeros,2019-10-15,Conductor,Moto,Masculino,29,2019-10-15 00:00:00,2,2019
2019-0087,1,21:00:00,Alvarez Thomas Av. Y Mendoza,Avenida,12,-58.47973681,-34.57418656,Moto-Moto,Moto,2019-10-21,Conductor,Moto,Masculino,41,2019-10-21 00:00:00,2,2019
2019-0088,1,20:00:00,Alcorta Amancio Av. Y Bonavena Oscar Natalio,Avenida,4,-58.40623949,-34.65076549,Peaton-Pasajeros,Pasajeros,2019-10-22,Peaton,Peaton,Masculino,27,2019-10-22 00:00:00,2,2019
