ID,N_VICTIMAS,HORA_ACCIDENTE,LUGAR_DEL_HECHO,TIPO_DE_CALLE,COMUNA,LONGITUD,LATITUD,PARTICIPANTES,ACUSADO,FECHA_ACCIDENTE,ROL,VICTIMA,SEXO,EDAD,FECHA_FALLECIMIENTO,SEMESTRE,ANIO
2016-0001,1,04:00:00,Av Piedra Buena Y Av Fernandez De La Cruz,Avenida,8,-58.47533969,-34.68757022,Moto-Auto,Auto,2016-01-01,Conductor,Moto,Masculino,19,2016-01-01 00:00:00,1,2016
2016-0002,1,01:15:00,Av Gral Paz Y Av De Los Corrales,Gral Paz,9,-58.50877521,-34.66977709,Auto-Pasajeros,Pasajeros,2016-01-02,Conductor,Auto,Masculino,70,2016-01-02 00:00:00,1,2016
2016-0003,1,07:00:00,Av Entre Rios 2034,Avenida,1,-58.39040293,-34.63189362,Moto-Auto,Auto,2016-01-03,Conductor,Moto,Masculino,30,2016-01-03 00:00:00,1,2016
2016-0005,1,05:20:00,Av San Juan Y Presidente Luis Saenz Peña,Avenida,1,-58.38718297,-34.62246630,Moto-Pasajeros,Pasajeros,2016-01-21,Conductor,Moto,Masculino,29,2016-02-01 00:00:00,1,2016
2016-0008,1,18:30:00,Av 27 De Febrero Y Av Escalada,Avenida,8,-58.44451316,-34.68475866,Moto-Objeto Fijo,Objeto Fijo,2016-01-24,Conductor,Moto,Masculino,30,2016-01-24 00:00:00,1,2016
2016-0009,1,19:10:00,Nogoya Y Joaquin V. Gonzales,Calle,11,-58.50095869,-34.60825440,Moto-Auto,Auto,2016-01-24,Pasajero_Acompañante,Moto,Masculino,29,2016-01-26 00:00:00,1,2016
2016-0010,1,15:20:00,Av General Paz Y Av De Los Corrales,Gral Paz,9,-58.50877521,-34.66977709,Moto-Auto,Auto,2016-01-29,Conductor,Moto,Masculino,18,2016-01-29 00:00:00,1,2016
2016-0012,1,01:20:00,Av Belgrano Y Bernardo De Irigoyen,Avenida,1,-58.38048577,-34.61303893,Moto-Cargas,Cargas,2016-02-08,Conductor,Moto,Masculino,22,2016-02-08 00:00:00,1,2016
2016-0013,1,11:30:00,Av Entre Rios 1366,Avenida,1,-58.39114932,-34.62477387,Peaton-Auto,Auto,2016-02-10,Peaton,Peaton,Masculino,16,2016-02-10 00:00:00,1,2016
2016-0015,1,05:14:00,Av Scalabrini Ortiz Y Vera,Avenida,15,-58.43760020,-34.59912758,Peaton-Auto,Auto,2016-02-14,Peaton,Peaton,Femenino,16,2016-02-14 00:00:00,1,2016
2016-0016,1,22:00:00,Av Regimiento De Patricios Y Quinquela Martin Benito,Avenida,4,-58.36882665,-34.64291993,Moto-Auto,Auto,2016-02-14,Pasajero_Acompañante,Moto,Femenino,19,2016-02-14 00:00:00,1,2016
2016-0017,1,16:54:00,Mariano Acosta Y Ana Maria Janer,Avenida,8,-58.44989671,-34.65970435,Peaton-Moto,Moto,2016-02-15,Peaton,Peaton,Masculino,59,2016-02-16 00:00:00,1,2016
2016-0019,1,09:30:00,Lisandro De La Torre Y Severo Garcia Grande De Zequeira,Calle,9,-58.50990884,-34.65468721,Peaton-Pasajeros,Pasajeros,2016-02-17,Peaton,Peaton,Femenino,65,2016-02-17 00:00:00,1,2016
2016-0020,1,16:00:00,Suipacha 156,Calle,1,-58.37952223,-34.60653282,Peaton-Auto,Auto,2016-02-17,Peaton,Peaton,Masculino,59,2016-03-02 00:00:00,1,2016
2016-0021,1,23:35:00,Av Directorio Y Curapaligue,Avenida,7,-58.45157703,-34.63063795,Auto-Auto,Auto,2016-02-17,Conductor,Auto,Masculino,34,2016-02-17 00:00:00,1,2016
2016-0022,1,06:00:00,Av 9 De Julio Y Adolfo Alsina,Avenida,1,-58.38144696,-34.61079875,Moto-Auto,Auto,2016-02-21,Pasajero_Acompañante,Moto,Masculino,41,2016-02-21,1,2016
2016-0025,1,04:50:00,Av Gral Paz Y Av 27 De Febrero,Gral Paz,8,-58.46244952,-34.70524971,Auto-Auto,Auto,2016-02-28,Pasajero_Acompañante,Auto,Masculino,34,2016-02-28 00:00:00,1,2016
2016-0026,1,07:30:00,Holmberg Y Vedia,Calle,12,-58.49216191,-34.54738649,Auto-Objeto Fijo,Objeto Fijo,2016-02-28,Conductor,Auto,Masculino,30,2016-03-04 00:00:00,1,2016
2016-0027,1,09:35:00,Curapaligue Y Avelino Diaz,Avenida,7,-58.44497874,-34.63852623,Auto-Auto,Auto,2016-02-28,Pasajero_Acompañante,Auto,Masculino,34,2016-02-28,1,2016
2016-0028,1,10:00:00,Viamonte Y Av 9 De Julio,Avenida,1,-58.38199706,-34.60028648,Peaton-Cargas,Cargas,2016-03-02,Peaton,Peaton,Masculino,50,2016-03-02 00:00:00,1,2016
2016-0029,1,17:30:00,Av Cabildo Y Deheza,Avenida,12,-58.47378664,-34.54153077,Peaton-Pasajeros,Pasajeros,2016-03-04,Peaton,Peaton,Masculino,38,2016-03-04 00:00:00,1,2016
2016-0031,1,12:30:00,Av Gral Paz Y Av Cnel Roca,Gral Paz,8,-58.47064556,-34.69843756,Moto-Pasajeros,Pasajeros,2016-03-08,Conductor,Moto,Masculino,21,2016-03-08,1,2016
2016-0034,1,12:30:00,Av Amancio Alcorta Y Bonavena,Avenida,4,-58.40623949,-34.65076549,Peaton-Pasajeros,Pasajeros,2016-03-12,Peaton,Peaton,Masculino,52,2016-03-12 00:00:00,1,2016
2016-0035,1,06:00:00,Av Corrientes Y Av Callao,Avenida,3,-58.39228965,-34.60443527,Moto-Pasajeros,Pasajeros,2016-03-13,Conductor,Moto,Masculino,34,2016-03-13 00:00:00,1,2016
2016-0036,1,00:15:00,Herrera Y Aristobulo Del Valle,Calle,4,-58.37813396,-34.63668504,Moto-Pasajeros,Pasajeros,2016-03-14,Pasajero_Acompañante,Moto,Masculino,36,2016-03-14 00:00:00,1,2016
2016-0037,1,11:00:00,Av. Eva Peron Y Quirno,Avenida,7,-58.46275892,-34.64358293,Moto-Moto,Moto,2016-03-19,Conductor,Moto,Masculino,20,2016-03-19 00:00:00,1,2016
2016-0038,1,08:06:00,Av Gral Paz Colectora Y Zuviria,Gral Paz,8,-58.49683458,-34.67892743,Peaton-Pasajeros,Pasajeros,2016-03-21,Peaton,Peaton,Masculino,29,2016-03-21 00:00:00,1,2016
2016-0039,1,01:50:00,Bartolome Mitre Y Av Pueyrredon,Avenida,3,-58.40603217,-34.60883960,Moto-Pasajeros,Pasajeros,2016-03-23,Conductor,Moto,Masculino,20,2016-03-23 00:00:00,1,2016
2016-0041,2,11:00:00,Av Directorio Y Rivera Indarte,Avenida,7,-58.46076550,-34.63350444,Moto-Cargas,Cargas,2016-03-29,Conductor,Moto,Masculino,54,2016-03-29 00:00:00,1,2016
2016-0041,2,11:00:00,Av Directorio Y Rivera Indarte,Avenida,7,-58.46076550,-34.63350444,Moto-Cargas,Cargas,2016-03-29,Pasajero_Acompañante,Moto,Masculino,42,2016-03-30 00:00:00,1,2016
2016-0043,1,18:15:00,Dellepiane Luis Tte Gral Colectora Y Murguiondo,Avenida,8,-58.47832463,-34.67494416,Peaton-Cargas,Cargas,2016-03-30,Peaton,Peaton,Femenino,56,2016-03-30 00:00:00,1,2016
2016-0044,1,19:40:00,Av Jose Maria Moreno Y Balbastro,Avenida,7,-58.43213235,-34.63693953,Multiple,Multiple,2016-03-31,Conductor,Moto,Masculino,24,2016-03-31 00:00:00,1,2016
2016-0047,1,05:30:00,Lima 1483,Calle,1,-58.38247061,-34.62571878,Peaton-Pasajeros,Pasajeros,2016-04-15,Peaton,Peaton,Masculino,41,2016-04-15 00:00:00,1,2016
2016-0048,1,17:40:00,Av. Corrientes Y Av. Dorrego,Avenida,15,-58.44759966,-34.59170240,Peaton-Pasajeros,Pasajeros,2016-04-15,Peaton,Peaton,Femenino,42,2016-04-15,1,2016
2016-0050,1,09:50:00,Timoteo Gordillo Y Av Fernandez De La Cruz,Avenida,8,-58.47305463,-34.68550712,Peaton-Pasajeros,Pasajeros,2016-04-19,Peaton,Peaton,Masculino,78,2016-04-19 00:00:00,1,2016
2016-0051,1,04:00:00,Av Amancio Alcorta Y Bonavena,Avenida,4,-58.40623949,-34.65076549,Moto-Cargas,Cargas,2016-04-20,Conductor,Moto,Masculino,36,2016-04-20 00:00:00,1,2016
2016-0053,1,09:30:00,Av Triunvirato Y Av Olazabal,Avenida,12,-58.48429180,-34.57558053,Peaton-Pasajeros,Pasajeros,2016-04-22,Peaton,Peaton,Masculino,38,2016-04-22 00:00:00,1,2016
2016-0054,1,21:00:00,Au Luis Dellepiane Y Av Gral Paz,Autopista,8,-58.48695354,-34.68795245,Moto-Moto,Moto,2016-04-23,Conductor,Moto,Masculino,30,2016-04-25 00:00:00,1,2016
2016-0055,1,20:30:00,Ramon Castilla Y Av Figueroa Alcorta,Avenida,14,-58.40021959,-34.57964781,Peaton-Cargas,Cargas,2016-04-25,Peaton,Peaton,Masculino,79,2016-04-28 00:00:00,1,2016
2016-0056,1,04:45:00,Av Luis Maria Campos 30,Avenida,14,-58.42957885,-34.57660058,Moto-Objeto Fijo,Objeto Fijo,2016-04-26,Conductor,Moto,Masculino,26,2016-04-26 00:00:00,1,2016
2016-0058,1,14:00:00,Lima 1471,Calle,1,-58.38247542,-34.62556293,Peaton-Moto,Moto,2016-05-04,Peaton,Peaton,Femenino,57,2016-05-08 00:00:00,1,2016
2016-0059,1,16:30:00,Pasaje Ciudadela Y Lima Oeste,Calle,1,-58.38222219,-34.62728101,Peaton-Pasajeros,Pasajeros,2016-05-08,Peaton,Peaton,Masculino,37,2016-05-26 00:00:00,1,2016
2016-0064,1,18:11:00,Av Juan B Justo Y Av Carrasco,Avenida,10,-58.49485242,-34.62953445,Peaton-Pasajeros,Pasajeros,2016-05-14,Peaton,Peaton,Masculino,20,2016-05-14,1,2016
2016-0065,1,14:40:00,Av Gaona Y Espinosa,Avenida,6,-58.45227946,-34.61068024,Peaton-Auto,Auto,2016-05-20,Peaton,Peaton,Masculino,20,2016-05-20 00:00:00,1,2016
2016-0067,1,17:00:00,Av Lisandro De La Torre Y Saraza,Avenida,8,-58.48455411,-34.67512760,Moto-Pasajeros,Pasajeros,2016-05-21,Pasajero_Acompañante,Moto,Femenino,30,2016-05-21,1,2016
2016-0068,1,22:00:00,Av Figueroa Alcorta Y Av Pueyrredon,Avenida,2,-58.39056593,-34.58418569,Moto-Pasajeros,Pasajeros,2016-05-22,Conductor,Moto,Masculino,58,2016-05-22,1,2016
2016-0069,1,03:30:00,Av Entre Rios Y Pasaje Filiberto,Avenida,3,-58.39118948,-34.62704273,Auto-Cargas,Cargas,2016-05-23,Conductor,Auto,Masculino,30,2016-05-23 00:00:00,1,2016
2016-0073,1,15:00:00,Magariños Cervantes 3900,Calle,10,-58.49021952,-34.62025108,Moto-Cargas,Cargas,2016-06-11,Conductor,Moto,Masculino,23,2016-06-11,1,2016
2016-0074,1,06:40:00,Av Gral Paz Y Rodolfo Scapino,Gral Paz,8,-58.49896559,-34.67732118,Auto-Auto,Auto,2016-06-12,Conductor,Auto,Masculino,60,2016-06-12,1,2016
2016-0075,1,23:13:00,Autopista Dellepiane Luis Tte Gral Y Miralla,Autopista,8,-58.47461076,-34.66874679,Peaton-Auto,Auto,2016-06-12,Peaton,Peaton,Masculino,42,2016-06-12 00:00:00,1,2016
2016-0076,1,16:20:00,Av San Martin Y Camarones,Avenida,15,-58.46210891,-34.60356211,Peaton-Pasajeros,Pasajeros,2016-06-13,Peaton,Peaton,Femenino,53,2016-06-13 00:00:00,1,2016
2016-0077,1,21:52:00,Tteg Juan D Peron Y Avda Leandro N Alem,Avenida,1,-58.37027770,-34.60536123,Peaton-Pasajeros,Pasajeros,2016-06-13,Peaton,Peaton,Femenino,42,2016-06-13,1,2016
2016-0078,1,23:01:00,Av Belgrano Y Av Jujuy,Avenida,3,-58.40491455,-34.61463830,Moto-Moto,Moto,2016-06-13,Conductor,Moto,Masculino,30,2016-06-13,1,2016
2016-0079,1,17:13:00,Av Del Libertador Y Av Guillermo Udaondo,Avenida,13,-58.45504154,-34.54864492,Auto-Auto,Auto,2016-06-16,Conductor,Auto,Femenino,51,2016-06-16,1,2016
2016-0081,1,07:42:00,Av Crisologo Larralde Y Machain,Avenida,12,-58.48721060,-34.55904606,Moto-Auto,Auto,2016-06-22,Conductor,Moto,Masculino,40,2016-06-22,1,2016
2016-0082,1,18:24:00,Av La Plata 2384,Avenida,4,-58.42273092,-34.64228803,Peaton-Auto,Auto,2016-06-27,Peaton,Peaton,Masculino,87,2016-07-05 00:00:00,1,2016
2016-0083,1,20:46:00,Av Juan B Alberdi Y Puan,Avenida,6,-58.44788671,-34.62539009,Peaton-Moto,Moto,2016-06-28,Peaton,Peaton,Femenino,76,2016-06-29 00:00:00,1,2016
2016-0084,1,22:00:00,Carlos Pellegrini Y Tucuman,Calle,1,-58.38110563,-34.60135531,Peaton-Pasajeros,Pasajeros,2016-06-29,Peaton,Peaton,Masculino,57,2016-07-08 00:00:00,1,2016
2016-0085,1,22:00:00,Avda Ite Francisco Rabanal & Avda Erezcano,Avenida,4,-58.42378834,-34.65734100,Moto-Movil,Otro,2016-06-29,Sd,Moto,Masculino,42,2016-06-29,1,2016
2016-0086,1,16:10:00,Av Olivera Y Ramon Falcon,Avenida,10,-58.48727942,-34.63652467,Peaton-Pasajeros,Pasajeros,2016-06-30,Peaton,Peaton,Masculino,75,2016-07-01 00:00:00,1,2016
2016-0087,1,00:10:00,Autopista 1 Sur Pte Arturo Frondizi Y Av Caseros,Autopista,1,-58.37864583,-34.62907067,Moto-Objeto Fijo,Objeto Fijo,2016-07-03,Conductor,Moto,Masculino,23,2016-07-03 00:00:00,2,2016
2016-0088,1,15:30:00,Ceretti Y Nuñez,Calle,12,-58.50151750,-34.56767549,Peaton-Auto,Auto,2016-07-11,Peaton,Peaton,Femenino,70,2016-07-14 00:00:00,2,2016
2016-0089,1,06:40:00,Av Lugones Y La Pampa,Autopista,13,-58.43233425,-34.55185825,Peaton-Auto,Auto,2016-07-14,Peaton,Peaton,Masculino,35,2016-07-14 00:00:00,2,2016
2016-0090,1,22:00:00,Jeronimo Salguero Y Av Rivadavia,Avenida,5,-58.41971993,-34.61112240,Peaton-Pasajeros,Pasajeros,2016-07-14,Peaton,Peaton,Masculino,60,2016-07-15 00:00:00,2,2016
2016-0092,1,11:00:00,Av Gral Paz Y Av Libertador,Gral Paz,13,-58.46743471,-34.53476874,Moto-Cargas,Cargas,2016-07-15,Conductor,Moto,Masculino,24,2016-07-15 00:00:00,2,2016
2016-0093,1,03:30:00,Av Juan B Alberdi Y Emilio Mitre,Avenida,6,-58.44362126,-34.62301748,Auto-Auto,Auto,2016-07-17,Conductor,Auto,Masculino,35,2016-07-19 00:00:00,2,2016
2016-0095,1,06:12:00,Mercedes Y Av Gral Mosconi,Avenida,11,-58.51713095,-34.59546519,Moto-Auto,Auto,2016-07-23,Conductor,Moto,Masculino,29,2016-07-23 00:00:00,2,2016
2016-0096,1,07:00:00,Autopista Dellepiane Luis Tte. Gral. Km. 23,Autopista,8,-58.47433193007387,-34.66684950051973,Moto-Cargas,Cargas,2016-07-25,Conductor,Moto,Masculino,42,2016-07-25,2,2016
2016-0097,1,18:45:00,Solis Y Mexico,Calle,1,-58.39038605,-34.61562810,Peaton-Auto,Auto,2016-07-26,Peaton,Peaton,Masculino,80,2016-08-12 00:00:00,2,2016
2016-0098,1,16:08:00,Av San Juan Y Alberti,Avenida,3,-58.40042405,-34.62356174,Moto-Cargas,Cargas,2016-07-27,Conductor,Moto,Femenino,43,2016-07-27,2,2016
2016-0099,1,16:00:00,Av Gral Mosconi Y Av Gral Paz,Gral Paz,11,-58.52340614,-34.59798754,Cargas-Cargas,Cargas,2016-07-29,Conductor,Cargas,Masculino,45,2016-07-29,2,2016
2016-0100,1,23:27:00,Av Gral Paz Y Donado,Gral Paz,12,-58.49491054,-34.54795581,Moto-Objeto Fijo,Objeto Fijo,2016-08-03,Conductor,Moto,Masculino,57,2016-08-03 00:00:00,2,2016
2016-0102,1,23:37:00,Av Eva Peron Y Jose Leon Suarez,Avenida,9,-58.50011639,-34.67316502,Moto-Cargas,Cargas,2016-08-10,Conductor,Moto,Masculino,29,2016-08-10,2,2016
2016-0104,1,21:15:00,Zinny Y Av Santiago De Compostela,Avenida,9,-58.46635001,-34.65624369,Moto-Pasajeros,Pasajeros,2016-08-14,Conductor,Moto,Masculino,21,2016-08-15 00:00:00,2,2016
2016-0105,1,00:05:00,Av Federico Lacroze Y Fraga,Avenida,15,-58.45343236,-34.58435809,Peaton-Pasajeros,Pasajeros,2016-08-17,Peaton,Peaton,Masculino,19,2016-08-26 00:00:00,2,2016
2016-0106,1,21:02:00,Carlos Pellegrini Y Av Del Libertador,Avenida,1,-58.38090932,-34.58927731,Peaton-Pasajeros,Pasajeros,2016-08-19,Peaton,Peaton,Masculino,38,2016-08-19,2,2016
2016-0107,1,08:22:00,Autopista 9 De Julio Sur Alt Av Mendoza,Autopista,4,-58.37157668,-34.65429986,Moto-Auto,Auto,2016-08-20,Conductor,Moto,Masculino,21,2016-08-20,2,2016
2016-0109,1,05:45:00,Autopista Perito Moreno Y Barragan,Autopista,9,-58.52280139,-34.63659934,Auto-Objeto Fijo,Objeto Fijo,2016-08-24,Conductor,Auto,Femenino,53,2016-08-24 00:00:00,2,2016
2016-0111,1,09:30:00,Autopista Leopoldo Lugones Y La Pampa,Autopista,15,-58.47461905,-34.57663634,Moto-Cargas,Cargas,2016-08-25,Conductor,Moto,Masculino,27,2016-08-25 00:00:00,2,2016
2016-0112,1,04:40:00,Autopista 25 De Mayo Autopista 1 Sur Arturo Frondizi,Autopista,1,-58.38268809,-34.62282019,Moto-Objeto Fijo,Objeto Fijo,2016-08-27,Conductor,Moto,Masculino,24,2016-08-27 00:00:00,2,2016
2016-0113,1,16:45:00,Av Juan Bautista Alberdi Y Guardia Nacional,Avenida,9,-58.49603546,-34.64564271,Peaton-Pasajeros,Pasajeros,2016-08-27,Peaton,Peaton,Femenino,60,2016-08-27,2,2016
2016-0114,1,11:20:00,Salguero 1410,Calle,14,-58.41848605,-34.59394733,Bicicleta-Cargas,Cargas,2016-08-31,Ciclista,Bicicleta,Femenino,55,2016-08-31 00:00:00,2,2016
2016-0116,1,20:20:00,Av 27 De Febrero Y Av Escalada,Avenida,8,-58.44451316,-34.68475866,Moto-Auto,Auto,2016-09-02,Conductor,Moto,Masculino,30,2016-09-02 00:00:00,2,2016
2016-0117,1,15:30:00,Av Del Libertador Y Tagle,Avenida,14,-58.39936478,-34.58271474,Auto-Auto,Auto,2016-09-03,Conductor,Auto,Masculino,43,2016-09-03,2,2016
2016-0118,1,03:30:00,Autopista 1 Sur Pte Arturo Frondizi Km 2.9,Autopista,1,-58.37936704,-34.62694503,Auto-Auto,Auto,2016-09-04,Conductor,Auto,Masculino,27,2016-09-04 00:00:00,2,2016
2016-0122,1,07:10:00,Av Eva Peron 4233,Avenida,9,-58.47256391,-34.65194557,Bicicleta-Pasajeros,Pasajeros,2016-09-13,Ciclista,Bicicleta,Masculino,49,2016-09-13 00:00:00,2,2016
2016-0123,1,09:00:00,Av Asamblea Y Av Cnel Esteban Bonorino,Avenida,7,-58.45130953,-34.64053676,Moto-Auto,Auto,2016-09-14,Conductor,Moto,Femenino,58,2016-09-14,2,2016
2016-0124,1,15:24:00,Avda Rivadavia Y Rivera Indarte,Avenida,7,-58.46271207,-34.62884871,Peaton-Pasajeros,Pasajeros,2016-09-16,Peaton,Peaton,Masculino,67,2016-09-16,2,2016
2016-0125,1,12:14:00,Autopista Perito Moreno Y Av Juan B Alberdi,Autopista,10,-58.49020869,-34.64243791,Moto-Moto,Moto,2016-09-17,Conductor,Moto,Masculino,30,2016-09-17,2,2016
2016-0126,2,22:45:00,Irigoyen Y Tinogasta,Calle,10,-58.52572109,-34.62125906,Auto-Cargas,Cargas,2016-09-18,Conductor,Auto,Masculino,37,2016-09-18,2,2016
2016-0126,2,22:45:00,Irigoyen Y Tinogasta,Calle,10,-58.52572109,-34.62125906,Auto-Cargas,Cargas,2016-09-18,Pasajero_Acompañante,Auto,Masculino,60,2016-09-18,2,2016
2016-0127,1,10:25:00,Av Mariano Acosta Y Av Cnel Roca,Avenida,8,-58.44094791,-34.66677111,Peaton-Pasajeros,Pasajeros,2016-09-24,Peaton,Peaton,Masculino,50,2016-09-24,2,2016
2016-0128,1,11:30:00,Castro Y Av Pavon,Avenida,5,-58.41914024,-34.63053890,Peaton-Pasajeros,Pasajeros,2016-10-02,Peaton,Peaton,Femenino,81,2016-10-02 00:00:00,2,2016
2016-0130,1,12:30:00,Autopista 9 De Julio Sur Y Av Brasil,Autopista,1,-58.37910942,-34.62764717,Moto-Cargas,Cargas,2016-10-04,Conductor,Moto,Masculino,29,2016-10-04 00:00:00,2,2016
2016-0131,1,19:13:00,Mirave 3500,Calle,4,-58.39871183,-34.64539318,Peaton-Auto,Auto,2016-10-09,Peaton,Peaton,Masculino,35,2016-10-09,2,2016
2016-0132,1,02:30:00,Av San Juan Y 24 De Noviembre,Avenida,3,-58.41036975,-34.62477021,Auto-Pasajeros,Pasajeros,2016-10-10,Pasajero_Acompañante,Auto,Masculino,30,2016-10-10 00:00:00,2,2016
2016-0133,1,00:05:00,Av Las Heras Y Sanchez De Bustamante,Avenida,14,-58.40204698,-34.58342690,Moto-Auto,Auto,2016-10-14,Conductor,Moto,Masculino,41,2016-10-25 00:00:00,2,2016
2016-0134,1,05:00:00,Av Piedra Buena Y 2 De Abril 1982,Avenida,8,-58.48935287,-34.67648597,Moto-Objeto Fijo,Objeto Fijo,2016-10-23,Conductor,Moto,Masculino,25,2016-10-23 00:00:00,2,2016
2016-0136,1,00:00:00,Au Buenos Aires - La Plata Km. 4,Autopista,4,.,.,Moto-Cargas,Cargas,2016-10-25,Conductor,Moto,Sd,42,2016-10-25,2,2016
2016-0137,1,00:39:00,Av San Martin Y Ladines,Avenida,11,-58.51537091,-34.59035925,Moto-Moto,Moto,2016-10-25,Conductor,Moto,Masculino,30,2016-10-25,2,2016
2016-0138,1,20:30:00,Av Cabildo Y Blanco Encalada,Avenida,13,-58.45909670,-34.55922742,Bicicleta-Cargas,Cargas,2016-10-27,Ciclista,Bicicleta,Femenino,33,2016-10-27,2,2016
2016-0139,1,23:00:00,Av Presidente Figueroa Alcorta Y Av Dorrego,Avenida,14,-58.42008769,-34.56539579,Moto-Moto,Moto,2016-10-28,Pasajero_Acompañante,Moto,Femenino,35,2016-10-28,2,2016
2016-0140,1,02:58:00,Av Juramento Y Vuelta De Obligado,Avenida,13,-58.45566399,-34.56147293,Pasajeros-Pasajeros,Pasajeros,2016-10-31,Pasajero_Acompañante,Pasajeros,Masculino,20,2016-10-31,2,2016
2016-0142,1,23:30:00,Av Del Libertador Y Av Ramos Mejia,Avenida,1,-58.37533517,-34.59276462,Moto-Pasajeros,Pasajeros,2016-11-05,Conductor,Moto,Masculino,46,2016-11-05 00:00:00,2,2016
2016-0144,1,12:10:00,Av. Alte. Brown 984,Avenida,4,-58.35975012,-34.63343907,Peaton-Pasajeros,Pasajeros,2016-11-07,Peaton,Peaton,Masculino,83,2016-11-07,2,2016
2016-0145,1,20:56:00,Av Del Libertador Y La Pampa,Avenida,13,-58.44523595,-34.55953855,Moto-Auto,Auto,2016-11-07,Conductor,Moto,Masculino,39,2016-11-07 00:00:00,2,2016
2016-0146,1,20:00:00,Pichincha Y Av Brasil,Avenida,4,-58.39626094,-34.63036565,Peaton-Pasajeros,Pasajeros,2016-11-09,Peaton,Peaton,Femenino,29,2016-11-09,2,2016
2016-0147,1,21:15:00,Av Independencia Y Virrey Cevallos,Avenida,1,-58.38896772,-34.61799615,Movil-Pasajeros,Pasajeros,2016-11-16,Pasajero_Acompañante,Movil,Masculino,55,2016-11-16 00:00:00,2,2016
2016-0148,1,22:20:00,Av Garmendia 4895,Avenida,15,-58.46536113,-34.59484504,Moto-Moto,Moto,2016-11-16,Conductor,Moto,Masculino,42,2016-11-16,2,2016
2016-0150,1,18:20:00,Av Amancio Alcorta Y Diogenes Taborda,Avenida,4,-58.40879146,-34.65273216,Cargas-Cargas,Cargas,2016-11-18,Pasajero_Acompañante,Cargas,Masculino,41,2016-11-18 00:00:00,2,2016
2016-0152,1,21:10:00,Av Perito Moreno Y Zuviria,Avenida,7,-58.46451841,-34.64991946,Moto-Auto,Auto,2016-11-23,Conductor,Moto,Masculino,42,2016-11-24 00:00:00,2,2016
2016-0153,1,15:42:00,Araoz Y Av Cordoba,Avenida,15,-58.42917090,-34.59485488,Peaton-Moto,Moto,2016-11-25,Peaton,Peaton,Femenino,83,2016-11-25 00:00:00,2,2016
2016-0154,1,14:14:00,Av Gral Paz 15200,Gral Paz,8,-58.49007772,-34.68251141,Moto-Moto,Moto,2016-11-26,Conductor,Moto,Masculino,38,2016-11-26,2,2016
2016-0155,1,16:50:00,Madero 900,Calle,10,-58.52756365,-34.62772274,Peaton-Auto,Auto,2016-11-26,Peaton,Peaton,Femenino,29,2016-11-26,2,2016
2016-0156,1,19:40:00,Av Independencia Y Dean Funes,Avenida,3,-58.40638983,-34.61943202,Moto-Pasajeros,Pasajeros,2016-11-26,Conductor,Moto,Masculino,23,2016-11-30 00:00:00,2,2016
2016-0157,1,06:40:00,Av Juan B Justo 5645,Avenida,11,-58.47576807,-34.61740997,Moto-Moto,Moto,2016-12-03,Conductor,Moto,Masculino,23,2016-12-03,2,2016
2016-0160,1,05:30:00,Autopista Perito Moreno Altura Velz,Autopista,9,-58.51927194,-34.63635787,Cargas-Objeto Fijo,Objeto Fijo,2016-12-06,Conductor,Cargas,Masculino,29,2016-12-06 00:00:00,2,2016
2016-0161,1,07:22:00,Av Santa Fe Y Godoy Cruz,Avenida,14,-58.42525456,-34.57866344,Peaton-Pasajeros,Pasajeros,2016-12-06,Peaton,Peaton,Masculino,50,2016-12-06 00:00:00,2,2016
2016-0162,1,05:00:00,Av Federico Lacroze Y Av Forest,Avenida,15,-58.45396573,-34.58518167,Peaton-Auto,Auto,2016-12-07,Peaton,Peaton,Masculino,38,2017-01-01 00:00:00,2,2016
2016-0163,1,07:30:00,Av Gral Paz Y Av General Mosconi,Gral Paz,11,-58.52340614,-34.59798754,Moto-Auto,Auto,2016-12-10,Conductor,Moto,Masculino,23,2016-12-10,2,2016
2016-0164,1,06:16:00,Av La Plata Y Cnel Gregorio Pomar,Avenida,4,-58.42323628,-34.64119105,Auto-Auto,Auto,2016-12-11,Conductor,Auto,Masculino,29,2016-12-11,2,2016
2016-0165,1,08:25:00,Av Martin Garcia 300,Avenida,4,-58.36926144,-34.62841919,Bicicleta-Pasajeros,Pasajeros,2016-12-12,Ciclista,Bicicleta,Masculino,37,2016-12-12,2,2016
2016-0168,1,10:40:00,Av La Plata Y Cnel Gregorio Pomar,Avenida,4,-58.42323628,-34.64119105,Moto-Auto,Auto,2016-12-13,Conductor,Moto,Masculino,43,2016-12-13 00:00:00,2,2016
2016-0169,1,15:30:00,Nuñez Y Av Ricardo Balbin,Avenida,12,-58.47935434,-34.55676497,Moto-Pasajeros,Pasajeros,2016-12-15,Conductor,Moto,Masculino,24,2016-12-16 00:00:00,2,2016
2016-0170,1,17:10:00,Av Gral Paz 4500,Gral Paz,12,-58.50598256,-34.56379980,Moto-Auto,Auto,2016-12-19,Pasajero_Acompañante,Moto,Masculino,21,2016-12-19 00:00:00,2,2016
2016-0171,1,19:00:00,Au Buenos Aires - La Plata Y Au 25 De Mayo,Autopista,1,-58.36607137,-34.62150748,Moto-Moto,Moto,2016-12-25,Conductor,Moto,Sd,42,2016-12-25,2,2016
